  102.840363   21.852053
  102.812004   21.736691
  102.713669   21.693338
  102.631371   21.785976
  102.567162   21.962864
  102.475594   22.003357
  102.435188   22.139250
  102.307281   22.221476
  102.210464   22.346554
  102.240898   22.410374
  102.315353   22.496038
  102.376900   22.613388
  102.426651   22.741390
  102.493919   22.752916
  102.587532   22.690500
  102.700806   22.681440
  102.885391   22.588675
  102.958046   22.473469
  103.058456   22.485435
  103.178070   22.571575
  103.252960   22.657181
  103.347771   22.806747
  103.429298   22.733648
  103.501045   22.618261
  103.599716   22.672445
  103.618935   22.757357
  103.755898   22.685120
  103.938858   22.560875
  104.090973   22.689602
  104.132027   22.806507
  104.209290   22.839300
  104.276031   22.850771
  104.325523   22.682161
  104.457878   22.736748
  104.600197   22.844429
  104.734848   22.814434
  104.844315   22.911196
  104.852272   23.059929
  104.894768   23.166904
  105.050980   23.200899
  105.163002   23.259726
  105.283920   23.365967
  105.419159   23.273537
  105.576881   23.139750
  105.666969   23.047028
  105.823120   22.996880
  105.912727   22.914707
  106.056892   22.947657
  106.223564   22.960033
  106.279510   22.877438
  106.412888   22.868559
  106.524017   22.901011
  106.635277   22.912647
  106.724281   22.851187
  106.835464   22.800377
  106.746361   22.674818
  106.690834   22.591280
  106.591080   22.548792
  106.613380   22.424835
  106.679886   22.291178
  106.724182   22.136862
  106.702240   22.002747
  106.867630   21.963114
  107.022018   21.933601
  107.054863   21.810463
  107.219963   21.719292
  107.319168   21.709757
  107.395905   21.607601
  107.473274   21.638929
  107.693787   21.588961
  107.860123   21.641289
  107.969841   21.539083
  108.057892   21.488129
  107.968834   21.436378
  107.825317   21.456209
  107.747551   21.394247
  107.614792   21.321777
  107.471413   21.259512
  107.448952   21.136578
  107.382805   21.044180
  107.251137   20.961681
  107.108864   20.919960
  107.043259   20.929739
  106.945023   20.847445
  106.814133   20.815916
  106.803528   20.713905
  106.662308   20.621170
  106.586678   20.518776
  106.587265   20.406855
  106.576920   20.315237
  106.512329   20.233398
  106.360901   20.191509
  106.264442   20.068756
  106.189911   19.936066
  106.060570   19.904398
  105.942566   19.832170
  105.901115   19.679510
  105.816696   19.526417
  105.776115   19.323057
  105.777489   19.211460
  105.725044   19.109413
  105.640213   19.027269
  105.707489   18.804703
  105.838264   18.633430
  105.893806   18.471386
  106.055717   18.361017
  106.164711   18.188919
  106.261024   18.189629
  106.368927   18.108873
  106.476501   18.058554
  106.499161   17.936337
  106.446411   17.864656
  106.512207   17.711870
  106.574600   17.583895
  106.682632   17.427296
  106.783203   17.311466
  106.912056   17.229858
  107.033852   17.127407
  107.126877   17.065870
  107.153275   16.924814
  107.255135   16.847172
  107.397446   16.730810
  107.488693   16.662966
  107.660713   16.517702
  107.902596   16.382071
  108.003189   16.294998
  108.163788   16.140299
  108.283813   15.937592
  108.393723   15.831313
  108.602806   15.551403
  108.772072   15.435218
  108.910828   15.251727
  108.959061   14.962788
  109.037148   14.692816
  109.095276   14.432388
  109.173607   14.239079
  109.271240   13.968173
  109.270096   13.784586
  109.249023   13.581573
  109.337364   13.425890
  109.296890   13.290434
  109.375076   13.095543
  109.473045   12.890308
  109.382133   12.799132
  109.390350   12.641916
  109.285751   12.559303
  109.303642   12.420705
  109.283981   12.310064
  109.226334   12.153565
  109.235153   12.061322
  109.281479   11.941247
  109.290352   11.858260
  109.233101   11.738805
  109.166573   11.628630
  109.100220   11.536879
  109.015419   11.500473
  108.958298   11.353402
  108.807716   11.289625
  108.666527   11.207310
  108.553528   11.115606
  108.431252   11.042290
  108.327774   10.968852
  108.271271   10.904473
  108.149254   10.904703
  108.092781   10.849480
  108.054947   10.738882
  107.960983   10.702071
  107.857697   10.702115
  107.782303   10.582154
  107.678909   10.554404
  107.500206   10.489534
  107.321396   10.442944
  107.236534   10.359491
  107.114059   10.340558
  107.076431   10.386660
  107.010529   10.469628
  106.963310   10.423185
  106.916061   10.358204
  106.821617   10.320701
  106.793358   10.394602
  106.793129   10.200147
  106.764648   10.107303
  106.707832   10.032752
  106.632156   10.004393
  106.650909    9.930277
  106.688492    9.837692
  106.603348    9.809170
  106.518234    9.817771
  106.574608    9.678767
  106.498520    9.557084
  106.413269    9.546955
  106.337494    9.555512
  106.223541    9.517012
  106.194633    9.404717
  106.108917    9.347653
  105.984993    9.280622
  105.784668    9.230999
  105.727066    9.164540
  105.602531    9.106275
  105.506325    9.020123
  105.438828    8.953105
  105.332291    8.809842
  105.264519    8.742462
  105.129074    8.654593
  105.022667    8.614384
  104.838562    8.562683
  104.770744    8.561008
  104.703316    8.606718
  104.742645    8.664541
  104.801376    8.732211
  104.850174    8.780632
  104.792542    8.835991
  104.793114    8.911555
  104.803894    9.072124
  104.833847    9.232805
  104.834473    9.364415
  104.835075    9.524009
  104.845100    9.646080
  104.893669    9.749983
  104.971123    9.863574
  105.077309    9.930712
  105.058067   10.014451
  104.971199   10.106458
  104.893890   10.105247
  104.826126   10.141522
  104.758232   10.215151
  104.661278   10.166855
  104.593277   10.165708
  104.554192   10.267879
  104.524864   10.323469
  104.466202   10.397269
  104.543861   10.473240
  104.660454   10.503016
  104.805916   10.523772
  104.912384   10.534562
  105.037659   10.638625
  105.075775   10.760046
  105.046318   10.862022
  105.094101   10.955531
  105.219810   10.891798
  105.373817   10.884071
  105.517693   10.922565
  105.670876   10.961000
