0.824	0.659
0.751	0.499
0.680	0.490
0.660	0.572
0.726	0.654
1.008	0.988
1.146	1.196
1.179	1.155
1.205	1.087
1.204	1.056
1.211	1.015
1.164	0.937
1.034	0.809
0.892	0.669
0.821	0.645
0.834	0.678
0.931	0.773
1.064	1.000
1.576	1.665
1.731	1.597
1.599	1.513
1.503	1.407
1.391	1.250
1.277	1.072
1.098	0.856
0.926	0.714
0.788	0.618
0.731	0.552
0.696	0.496
0.725	0.644
1.092	1.136
1.130	1.194
1.128	1.015
1.062	0.911
0.813	0.792
0.827	0.652
0.796	0.604
0.678	0.455
0.499	0.316
0.415	0.278
0.393	0.294
0.519	0.461
0.971	1.058
1.266	1.184
1.170	1.039
1.054	0.903
0.970	0.820
0.916	0.802
0.949	0.865
0.859	0.697
0.567	0.489
0.349	0.423
0.318	0.471
0.485	0.671
0.992	1.258
1.302	1.422
1.262	1.301
1.213	1.298
1.227	1.209
1.302	1.369
1.303	1.348
1.115	1.081
0.876	0.834
0.759	0.777
0.783	0.838
0.869	0.923
1.079	1.201
1.239	1.426
1.275	1.116
1.105	1.054
1.032	1.072
0.973	0.971
1.009	1.048
1.007	0.937
0.842	0.785
0.747	0.623
0.661	0.615
0.673	0.632
0.790	0.920
1.287	1.524
1.390	1.386
1.250	1.234
1.113	1.171
1.176	1.086
1.119	1.032
1.114	1.043
0.997	0.879
0.801	0.775
0.721	0.733
0.747	0.818
0.896	1.031
1.290	1.580
1.525	1.688
1.509	1.592
1.397	1.539
1.421	1.479
1.368	1.494
1.349	1.463
1.214	1.256
0.970	0.953
0.800	0.869
0.827	0.885
0.922	1.135
1.291	1.573
1.457	1.702
1.316	1.499
1.315	1.294
1.174	1.333
1.088	1.191
1.067	1.091
0.912	0.941
0.859	0.801
0.776	0.719
0.814	0.719
0.838	0.820
0.922	0.975
0.824	0.889
0.726	0.811
0.679	0.721
0.658	0.639
0.668	0.650
0.702	0.657
0.716	0.630
0.809	0.720
0.729	0.641
0.711	0.619
0.725	0.753
0.846	0.999
1.257	1.541
1.432	1.610
1.308	1.493
1.230	1.406
1.272	1.308
1.206	1.262
1.282	1.358
1.202	1.266
1.036	1.196
1.033	1.206
1.221	1.527
1.572	1.943
1.878	2.229
2.009	2.276
2.052	2.346
2.097	2.290
2.173	2.429
2.159	2.358
2.037	2.216
1.816	1.926
1.648	1.752
1.575	1.875
1.619	1.845
1.728	1.972
1.996	2.533
2.375	2.694
2.393	2.662
2.356	2.518
2.222	2.274
2.117	2.210
1.945	2.013
1.736	1.700
1.558	1.652
1.471	1.580
1.441	1.459
1.430	1.455
1.513	1.599
1.886	2.061
2.038	2.184
1.920	1.876
1.742	1.711
1.569	1.398
1.359	1.185
1.233	1.050
1.089	0.920
0.911	0.797
0.845	0.760
0.907	0.806
1.075	1.131
1.494	1.607
1.773	1.822
1.629	1.652
1.575	1.511
1.471	1.278
1.322	1.112
1.242	1.083
1.113	0.869
0.932	0.690
0.864	0.694
0.901	0.794
1.019	0.962
1.274	1.405
1.522	1.672
1.610	1.701
1.564	1.638
1.499	1.560
1.402	1.313
1.329	1.282
1.257	1.309
1.159	1.218
1.067	1.216
1.022	1.174
1.224	1.590
1.580	2.031
1.732	2.144
1.884	2.140
1.804	2.051
1.828	2.051
1.823	1.984
1.772	1.947
1.643	1.751
1.543	1.622
1.474	1.621
1.629	1.741
1.697	1.891
1.802	2.079
1.937	2.197
1.893	2.087
1.926	2.163
2.008	2.161
1.959	2.040
1.879	2.000
1.819	1.840
1.654	1.725
1.556	1.622
1.496	1.601
1.515	1.617
1.671	1.818
1.957	2.199
2.106	2.330
2.151	2.328
2.120	2.218
2.055	2.250
1.980	2.131
1.766	1.889
1.591	1.587
1.467	1.499
1.334	1.377
1.302	1.400
1.377	1.504
1.539	1.786
1.767	2.006
1.933	2.038
1.931	2.042
1.862	1.955
1.778	1.818
1.692	1.704
1.631	1.604
1.583	1.554
1.496	1.362
1.451	1.404
1.498	1.487
1.649	1.719
1.789	1.911
1.994	2.175
2.115	2.141
2.069	2.054
1.957	1.839
1.823	1.709
1.654	1.460
1.485	1.249
1.354	1.150
1.235	1.039
1.194	0.989
1.176	0.976
1.187	1.047
1.419	1.358
1.630	1.598
1.708	1.652
1.673	1.537
1.542	1.345
1.451	1.252
1.401	1.198
1.340	1.025
1.192	0.913
1.066	0.793
1.054	0.826
1.083	0.907
1.253	1.109
1.514	1.477
1.730	1.703
1.763	1.694
1.718	1.503
1.606	1.362
1.512	1.262
1.408	1.089
1.257	0.888
1.108	0.768
0.988	0.697
0.955	0.697
0.974	0.705
1.058	0.865
1.318	1.195
1.406	1.394
1.342	1.307
1.214	1.144
1.111	0.926
0.978	0.861
0.902	0.741
0.806	0.611
0.654	0.465
0.557	0.425
0.585	0.467
0.745	0.632
0.861	0.795
0.833	0.790
0.815	0.808
0.786	0.765
0.679	0.713
0.668	0.721
0.738	0.703
0.755	0.690
0.785	0.618
0.721	0.546
0.701	0.532
0.762	0.580
0.838	0.727
1.186	1.086
1.218	1.331
1.349	1.296
1.318	1.164
1.247	1.046
1.133	0.954
1.080	0.863
0.939	0.727
0.715	0.578
0.622	0.560
0.658	0.616
0.745	0.706
1.002	1.119
1.375	1.486
1.384	1.365
1.302	1.351
1.359	1.310
1.175	1.139
1.137	1.016
0.977	0.835
0.759	0.610
0.581	0.472
0.808	0.591
0.639	0.527
0.571	0.443
0.469	0.328
0.424	0.358
0.618	0.623
0.628	0.639
0.628	0.626
0.684	0.678
0.871	0.871
1.072	1.052
1.181	1.177
1.160	1.008
0.878	0.735
0.692	0.630
0.665	0.665
0.762	0.814
1.044	1.187
1.419	1.585
1.400	1.467
1.270	1.259
1.170	1.101
1.107	1.075
1.089	1.062
1.024	0.932
0.832	0.673
0.616	0.502
0.540	0.495
0.591	0.575
0.705	0.760
1.030	1.136
1.019	0.979
0.923	0.945
0.682	0.873
0.845	0.881
0.820	0.866
0.782	0.858
0.787	0.696
0.634	0.543
0.563	0.504
0.659	0.498
0.612	0.493
0.610	0.669
0.652	0.755
0.676	0.802
0.677	0.815
0.733	0.740
0.805	0.800
0.880	0.815
0.800	0.737
0.766	0.599
0.667	0.510
0.600	0.518
0.670	0.599
0.755	0.772
1.222	1.422
1.450	1.565
1.485	1.534
1.439	1.391
1.335	1.271
1.618	1.420
1.554	1.456
1.501	1.430
1.443	1.268
1.330	1.153
1.278	1.126
1.211	1.008
1.105	0.922
1.041	0.871
1.057	0.910
1.111	0.938
1.168	1.182
1.135	1.336
1.225	1.253
1.157	1.122
1.128	1.035
0.820	0.947
0.792	0.846
0.810	0.742
0.694	0.670
0.799	0.613
0.704	0.558
0.708	0.528
0.771	0.587
0.908	0.666
0.779	0.697
0.725	0.706
0.705	0.689
0.753	0.714
0.761	0.697
0.997	0.833
1.041	0.928
0.929	0.775
0.821	0.671
0.819	0.702
0.958	0.950
1.282	1.460
1.507	1.484
1.537	1.524
1.468	1.442
1.458	1.472
1.411	1.395
1.397	1.437
1.312	1.240
1.199	1.083
1.052	0.971
1.041	0.962
1.138	1.134
1.324	1.370
1.483	1.737
1.486	1.519
1.446	1.381
1.423	1.475
1.588	1.555
1.525	1.575
1.581	1.511
1.481	1.371
1.410	1.300
1.340	1.131
1.310	1.348
1.499	1.375
1.717	1.733
1.796	2.039
1.932	2.103
1.943	1.897
1.877	1.902
1.733	1.658
1.589	1.475
1.401	1.247
1.240	1.120
1.154	1.008
1.092	0.982
1.040	0.858
1.068	1.075
1.353	1.358
1.248	1.322
1.199	1.131
1.184	1.083
1.113	0.943
0.946	0.867
0.911	0.858
0.879	0.682
0.769	0.527
0.709	0.504
0.733	0.552
0.834	0.718
1.001	0.926
0.931	0.908
0.802	0.863
0.826	0.789
0.756	0.794
0.846	0.728
0.906	0.748
0.862	0.807
0.950	0.769
0.908	0.736
0.931	0.774
0.972	0.833
1.179	1.101
1.129	1.229
1.165	1.199
1.191	1.152
1.224	1.208
1.334	1.183
1.345	1.185
1.256	1.048
1.132	0.895
1.082	0.879
1.097	0.889
1.192	0.984
1.313	1.192
1.771	1.832
1.918	1.858
1.780	1.689
1.690	1.553
1.577	1.475
1.477	1.339
1.301	1.108
1.158	0.943
1.036	0.855
0.954	0.723
0.969	0.869
1.148	1.184
1.089	1.238
1.085	1.087
1.037	0.997
0.772	0.843
0.797	0.722
0.786	0.666
0.730	0.624
0.735	0.515
0.693	0.508
0.682	0.531
0.795	0.708
1.179	1.257
1.403	1.394
1.355	1.270
1.273	1.166
1.204	1.040
1.167	1.033
1.202	1.094
1.124	0.852
0.854	0.657
0.667	0.575
0.640	0.654
0.787	0.856
1.251	1.469
1.534	1.673
1.494	1.538
1.437	1.609
1.448	1.503
1.514	1.608
1.501	1.546
1.327	1.357
1.105	1.087
1.001	1.048
1.016	1.125
1.085	1.141
1.219	1.281
1.236	1.437
1.273	1.117
1.106	1.073
1.032	1.053
0.965	1.013
0.994	1.073
1.069	0.992
1.006	0.997
0.934	0.973
0.854	0.953
0.874	0.990
0.982	1.192
1.419	1.651
1.402	1.423
1.269	1.313
1.109	1.282
1.263	1.213
1.147	1.120
1.166	1.151
1.143	1.136
0.990	1.085
0.921	1.085
0.942	1.092
1.081	1.335
1.445	1.756
1.602	1.821
1.687	1.741
1.544	1.742
1.600	1.719
1.554	1.656
1.536	1.654
1.406	1.401
1.165	1.190
1.002	1.103
1.026	1.125
1.102	1.354
1.395	1.697
1.446	1.787
1.303	1.531
1.300	1.284
1.157	1.316
1.068	1.159
1.037	1.088
0.877	0.940
0.823	0.763
0.770	0.739
0.848	0.745
0.824	0.864
0.904	0.926
0.821	0.874
0.725	0.786
0.677	0.708
0.648	0.623
0.649	0.650
0.670	0.609
0.681	0.619
0.783	0.796
0.896	0.960
1.036	0.891
1.048	1.033
1.157	1.262
1.510	1.671
1.667	1.760
1.558	1.701
1.490	1.655
1.528	1.562
1.468	1.516
1.534	1.613
1.464	1.523
1.321	1.440
1.319	1.480
1.481	1.750
1.800	2.182
2.085	2.355
2.208	2.336
2.247	2.523
2.287	2.421
2.358	2.454
2.346	2.389
2.230	2.248
2.021	1.961
1.864	1.842
1.797	1.921
1.837	1.828
1.940	1.951
2.188	2.515
2.556	2.634
2.558	2.623
2.539	2.538
2.412	2.218
2.310	2.221
2.147	1.934
1.951	1.688
1.787	1.610
1.706	1.639
1.681	1.551
1.669	1.612
1.746	1.670
2.085	2.122
2.204	2.219
2.104	1.905
1.928	1.763
1.780	1.576
1.584	1.456
1.541	1.293
1.419	1.244
1.275	1.094
1.223	1.044
1.272	1.065
1.406	1.346
1.739	1.710
1.976	1.869
1.757	1.680
1.764	1.636
1.715	1.442
1.545	1.315
